,index_p1,index_p2,sim_ratio
109,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=16133pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=17440pd410f01=27.doc,0.7558910162002945
110,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=18953pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=18936pd410f01=27.doc,0.7602706621556308
111,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=15133pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=20380pd410f01=27.doc,0.29692832764505117
112,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=20036pd410f01=27.docx,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=15842pd410f01=27.doc,0.3023001095290252
113,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=18404pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=15268pd410f01=27.doc,0.8370154230929554
114,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=19414pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=20380pd410f01=27.doc,0.2959094865100087
115,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=15288pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=19866pd410f01=27.doc,0.714243057629143
116,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=15380pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=16107pd410f01=27.doc,0.8708633988554366
117,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=15376pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=15842pd410f01=27.doc,0.32667332667332666
118,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=18828pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=20380pd410f01=27.doc,0.3023952095808383
119,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=16415pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=18830pd410f01=27.doc,0.872996300863132
120,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=20435pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=19997pd410f01=27.doc,0.7291666666666666
121,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=18936pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=18852pd410f01=27.doc,0.7042320494531622
122,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=19840pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=19997pd410f01=27.doc,0.8173712021136064
123,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=19372pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=19377pd410f01=27.doc,0.8835270338554826
124,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=21601pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=20380pd410f01=27.doc,0.15834348355663824
125,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=20362pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=15842pd410f01=27.doc,0.28014505893019037
126,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=16452pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=18919pd410f01=27.doc,0.7308224868457491
127,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=19981pd410f01=27.doc,https://www.cvk.gov.ua/pls/vnd2019/showdocpf7201=20380pd410f01=27.doc,0.25042444821731746
